filename,width,height,class,xmin,ymin,xmax,ymax
beverage_cans-141_jpg.rf.47bb1ec907aca8582125537d68239c63.jpg,416,416,can,154,55,264,416
beverage_cans-141_jpg.rf.47bb1ec907aca8582125537d68239c63.jpg,416,416,can,250,71,330,389
138_jpg.rf.47a2d16c214f17f81a566309f6e3f760.jpg,2048,1537,can,807,665,1407,929
pet-20bottle-20-21-_jpg.rf.4861399739f72f3aebd3f98c4a4ddb67.jpg,300,300,plastic,119,36,180,298
indir-2-_jpg.rf.58c1f3112f644c74a62cd381c395d039.jpg,194,259,plastic,75,54,132,254
300036_jpg.rf.56b9be3d12c40df72e459be6b03d5104.jpg,640,640,plastic,47,9,240,640
300036_jpg.rf.56b9be3d12c40df72e459be6b03d5104.jpg,640,640,plastic,240,4,412,640
300036_jpg.rf.56b9be3d12c40df72e459be6b03d5104.jpg,640,640,plastic,392,9,599,640
pet-20bottle-20-395-_jpg.rf.56fd8cd380d34364e94c3907d982d4b4.jpg,300,300,plastic,51,65,240,229
AluCan232_jpg.rf.59060df09b76fa9c82947ae46ae45dc4.jpg,512,683,can,136,471,306,604
100007_jpg.rf.5a0c59736bf7e6461c3a0ee840c3d8b2.jpg,640,640,plastic,67,132,349,565
100007_jpg.rf.5a0c59736bf7e6461c3a0ee840c3d8b2.jpg,640,640,plastic,453,295,623,536
pet-20bottle-20-397-_jpg.rf.61175a63cac8afb8df14bfd349d4264b.jpg,300,300,plastic,80,22,177,278
166_jpg.rf.5c7d1a6f5730d4d003756db3df09ed2a.jpg,2048,1537,can,977,393,1415,845
200189_jpg.rf.5c1fde5640608de08f5ab6b2819dfe45.jpg,640,640,plastic,432,77,518,497
pet-20bottle-20-347-_jpg.rf.6c0a153a578fb4615debae9273c570ed.jpg,300,300,plastic,46,130,230,235
beverage_cans-215_jpg.rf.5fec49492441f4279b3f834f360d2f69.jpg,416,416,can,122,19,282,381
141_jpg.rf.769c94de368343f9be39ecab0e902827.jpg,2048,1537,can,989,471,1218,1042
300303_jpg.rf.6b797a0b5ff2cbfee9b2b90c523019a1.jpg,576,576,plastic,206,7,356,563
300061_jpg.rf.7bab7b7d4cb451a4db10e0ba2ac5edae.jpg,640,640,plastic,137,5,537,640
AluCan669_jpg.rf.7b25de311f98397ecd730e192c178ab3.jpg,512,683,can,329,263,416,344
300372_jpg.rf.7ae5158c37c719dc6ec2383f172a91d0.jpg,640,640,plastic,174,0,434,640
100014_jpg.rf.7bd79b1d0036fd3ec54438bb19f72362.jpg,640,640,plastic,199,15,425,609
140_jpg.rf.729dcdd9adc72a40bcf94467517eaf40.jpg,2048,1537,can,1020,348,1360,1119
200155_jpg.rf.6b31d6bc9890acc2cf4adc7ca1587e90.jpg,2048,1355,plastic,270,374,581,1214
200155_jpg.rf.6b31d6bc9890acc2cf4adc7ca1587e90.jpg,2048,1355,plastic,755,336,1052,1257
200155_jpg.rf.6b31d6bc9890acc2cf4adc7ca1587e90.jpg,2048,1355,plastic,1242,406,1488,1101
200155_jpg.rf.6b31d6bc9890acc2cf4adc7ca1587e90.jpg,2048,1355,plastic,1032,410,1241,1114
200155_jpg.rf.6b31d6bc9890acc2cf4adc7ca1587e90.jpg,2048,1355,plastic,650,411,839,1117
96_jpg.rf.77462a1eb007ecddb4cf41fa9cae852a.jpg,392,525,can,65,177,164,432
96_jpg.rf.77462a1eb007ecddb4cf41fa9cae852a.jpg,392,525,can,255,181,349,424
96_jpg.rf.77462a1eb007ecddb4cf41fa9cae852a.jpg,392,525,can,165,179,256,428
28_jpg.rf.7c33a0e08ea8211165dce353b0451421.jpg,1535,2047,can,24,230,1124,1607
142_jpg.rf.7e8f0f185cc8b3c50df09167f830cb1c.jpg,2048,1537,can,1199,417,1559,1174
300019_jpg.rf.7c3176f23a7efb7e723d378614f5659c.jpg,640,640,plastic,305,14,556,618
70_jpg.rf.5b33dd41c42951f8af87f472285e3f7d.jpg,680,482,can,66,0,303,371
70_jpg.rf.5b33dd41c42951f8af87f472285e3f7d.jpg,680,482,can,264,48,642,479
pet-20bottle-20-379-_jpg.rf.842685c1a1f902745e9bab6b2430b4b5.jpg,300,300,plastic,52,122,219,218
AluCan955_jpg.rf.8c7ac4d63dd2679fc5e2f9f77bb6dfe1.jpg,512,683,can,185,265,291,373
154_jpg.rf.8995a02d8273ade74dcb4961bad64cbd.jpg,2048,1537,can,897,404,1277,984
92_png.rf.98aba339bab9d57be6f5bb8ec8218df1.jpg,450,800,can,51,170,335,701
AluCan538_jpg.rf.94a507cf5f6420b83e5cd72390c37643.jpg,512,683,can,46,166,198,252
000001_jpg.rf.99c5f18c6b0bdec428d8a46ad1c39c09.jpg,300,300,plastic,32,5,147,300
000001_jpg.rf.99c5f18c6b0bdec428d8a46ad1c39c09.jpg,300,300,plastic,146,0,261,300
000001_jpg.rf.99c5f18c6b0bdec428d8a46ad1c39c09.jpg,300,300,plastic,227,8,296,300
000001_jpg.rf.99c5f18c6b0bdec428d8a46ad1c39c09.jpg,300,300,plastic,121,15,173,102
000001_jpg.rf.99c5f18c6b0bdec428d8a46ad1c39c09.jpg,300,300,plastic,8,17,63,300
000124_jpg.rf.9ba0141300a2e42892b2fdba98c70d14.jpg,640,640,plastic,157,0,458,640
500151_jpg.rf.a028b0da99de09247e8d6b563a2c4435.jpg,640,640,plastic,203,4,390,640
beverage_cans-149_jpg.rf.a6d12a5bc54d485d0e09cbf74fa01169.jpg,416,416,can,116,34,299,381
90_png.rf.9d07826020e8ab4e96676fa20e753098.jpg,800,800,can,71,364,254,686
90_png.rf.9d07826020e8ab4e96676fa20e753098.jpg,800,800,can,253,360,424,680
pet-20bottle-20-280-_jpg.rf.a253daffe7f4916a5fbe565a03ffd3a5.jpg,300,300,plastic,76,106,197,260
132_jpg.rf.8d2a53b395fbc65e9fc01397f06cf95e.jpg,640,640,can,530,152,640,287
132_jpg.rf.8d2a53b395fbc65e9fc01397f06cf95e.jpg,640,640,can,230,20,436,563
pet-20bottle-20-299-_jpg.rf.96f50dcf1d12c424db1310782231a3ae.jpg,300,300,plastic,190,10,233,236
pet-20bottle-20-527-_jpg.rf.a5061b99dd9a79b0d03260422245976c.jpg,300,300,plastic,40,21,135,300
200420_jpg.rf.a2d79e8c952f87c921d31419201c3e07.jpg,640,640,plastic,102,124,233,603
hand-picking-up-plastic-bottle-cleaning-road-hand-picking-up-plastic-bottle-cleaning-road-131216683_jpg.rf.9a583b584fdba36f85a33d9acd6178d0.jpg,1600,1155,plastic,563,758,1063,936
237369025_jpg.rf.aae6603af424c63fad38509b016fe479.jpg,1500,1120,plastic,163,460,783,715
200017_jpg.rf.b180d44562809e3b193bf68dfd69f3c5.jpg,640,480,plastic,249,25,382,430
pet-20bottle-20-296-_jpg.rf.c155b245b58781162018b046217b1e3c.jpg,300,300,plastic,107,110,214,238
pet-20bottle-20-310-_jpg.rf.b38b000b71e7004b827be3605709c125.jpg,300,300,plastic,106,18,193,285
100004_jpg.rf.b75fb194d886059cbe6b23f514ba1f3c.jpg,640,640,plastic,30,34,231,595
100004_jpg.rf.b75fb194d886059cbe6b23f514ba1f3c.jpg,640,640,plastic,233,30,418,605
100004_jpg.rf.b75fb194d886059cbe6b23f514ba1f3c.jpg,640,640,plastic,419,29,608,603
200047_jpg.rf.c03a4ebb57a4581aaf7071ed3497ddec.jpg,640,640,plastic,218,25,349,384
200047_jpg.rf.c03a4ebb57a4581aaf7071ed3497ddec.jpg,640,640,plastic,351,5,498,399
78_jpg.rf.c202308479d466b9d53f76841b366b56.jpg,800,800,can,34,162,758,638
AluCan965_jpg.rf.b533395191184ef87208b3629b66070c.jpg,512,683,can,279,401,382,513
11_jpeg.rf.cb29af935aa9baa73576a0f328768730.jpg,850,850,can,316,244,513,751
pet-20bottle-20-29-_jpg.rf.bd4fed2e888b9b7f75aa31dcdddd53fb.jpg,300,300,plastic,134,3,188,207
500598_jpg.rf.d65a0c6ab11cbf394aa6f492a9d047a8.jpg,640,640,plastic,257,99,404,628
123_jpg.rf.da3fbd4698f877b263e2fab773a75227.jpg,1080,1080,can,357,62,757,944
123_jpg.rf.da3fbd4698f877b263e2fab773a75227.jpg,1080,1080,can,44,92,279,536
123_jpg.rf.da3fbd4698f877b263e2fab773a75227.jpg,1080,1080,can,0,86,122,633
123_jpg.rf.da3fbd4698f877b263e2fab773a75227.jpg,1080,1080,can,725,75,931,554
100007_jpg.rf.c50e5a83d901a841efed896206c71b05.jpg,220,500,plastic,22,107,122,441
100007_jpg.rf.c50e5a83d901a841efed896206c71b05.jpg,220,500,plastic,156,234,216,415
62_jpg.rf.d566ef2b5c3353e30ed45e97ab7058ae.jpg,600,600,can,182,14,411,582
pet-20bottle-20-558-_jpg.rf.c272105642e308a9aa6f7ab466a2a3d5.jpg,300,300,plastic,91,19,205,270
000023_jpg.rf.dd32b82c103117effa8d3773dcb0086a.jpg,300,300,plastic,111,13,192,300
pet-20bottle-20-551-_jpg.rf.dea8d4cd62b128189ee2d10ae9aeaab2.jpg,300,300,plastic,103,25,195,277
157_jpg.rf.e557f041ba83013c9f37e68c0559fa9b.jpg,2048,1537,can,943,462,1422,952
300111_jpg.rf.e7e9b2a71fc7df4f428ece808c5746cb.jpg,210,310,plastic,69,11,146,285
100526_jpg.rf.e40b000e4093280ff992c1215b1dc16e.jpg,540,360,plastic,248,55,408,302
100150_jpg.rf.ee3fe095cb63c3c7b2ea7416b42ab828.jpg,640,640,plastic,114,34,293,579
100150_jpg.rf.ee3fe095cb63c3c7b2ea7416b42ab828.jpg,640,640,plastic,333,34,521,612
beverage_cans-596_jpg.rf.ec167418235656801f675ec729dc3913.jpg,416,416,can,10,24,214,405
beverage_cans-596_jpg.rf.ec167418235656801f675ec729dc3913.jpg,416,416,can,211,30,416,408
indir_jpg.rf.e6c599691bee1dad2f09a857d521bc15.jpg,225,225,plastic,73,3,151,222
121_jpg.rf.ec900cf7bdcc3d4d763eb0fa906f6199.jpg,1500,1500,can,485,91,1005,1402
146_jpg.rf.d1118cb054830c9d83928f1579d5e683.jpg,2048,1537,can,594,527,1075,940
146_jpg.rf.d1118cb054830c9d83928f1579d5e683.jpg,2048,1537,can,1236,470,1659,858
500244_jpg.rf.f7cf21232cdaeaec0496a6e9498c5394.jpg,1200,1200,plastic,426,118,803,1149
127_png.rf.f737d1f9b35cb0570bfca350cd6e46c2.jpg,239,203,can,72,14,164,180
pet-20bottle-20-529-_jpg.rf.fb95d387ac32505daef3b3100a1984f0.jpg,300,300,plastic,31,51,217,300
UNWTO-Plastic-on-beach_jpg.rf.df3fe7164ef182828a6eef85694d731d.jpg,1200,800,plastic,306,497,1009,705
UNWTO-Plastic-on-beach_jpg.rf.df3fe7164ef182828a6eef85694d731d.jpg,1200,800,plastic,224,392,532,524
UNWTO-Plastic-on-beach_jpg.rf.df3fe7164ef182828a6eef85694d731d.jpg,1200,800,plastic,594,407,749,491
66_jpg.rf.fd9f9f2eecb966c7256f6cc3d67016ae.jpg,1124,1500,can,268,487,688,1420
66_jpg.rf.fd9f9f2eecb966c7256f6cc3d67016ae.jpg,1124,1500,can,721,171,1029,665
66_jpg.rf.fd9f9f2eecb966c7256f6cc3d67016ae.jpg,1124,1500,can,632,594,1124,1500
145_jpg.rf.edecabc5dd8cbd58ddd19a35c4d7a003.jpg,1537,2048,can,830,941,1378,1351
AluCan226_jpg.rf.f5f95a740d830041d8254dc48f7f93c3.jpg,512,683,can,274,102,466,252
AluCan639_jpg.rf.fcc41e13cc2c8a03fb7e025167d85b2a.jpg,512,683,can,236,468,353,581
AluCan860_jpg.rf.ffe98ce7a7fbc1fc484e7a5e1fb9f2e4.jpg,512,683,can,133,369,302,543
beverage_cans-375_jpg.rf.fe9d40e1a00312aaa902b5ccfd1f50d3.jpg,416,416,can,49,72,209,269
beverage_cans-375_jpg.rf.fe9d40e1a00312aaa902b5ccfd1f50d3.jpg,416,416,can,181,108,346,328
beverage_cans-552_jpg.rf.ee3d23f4e3217319087691cff6b881c9.jpg,416,416,can,0,75,195,166
beverage_cans-552_jpg.rf.ee3d23f4e3217319087691cff6b881c9.jpg,416,416,can,197,0,401,166
beverage_cans-552_jpg.rf.ee3d23f4e3217319087691cff6b881c9.jpg,416,416,plastic,49,233,126,371
beverage_cans-552_jpg.rf.ee3d23f4e3217319087691cff6b881c9.jpg,416,416,can,219,166,378,416
beverage_cans-106_jpg.rf.ecfb38074346ba10eadd380959ae9c96.jpg,512,683,can,82,0,266,341
beverage_cans-106_jpg.rf.ecfb38074346ba10eadd380959ae9c96.jpg,512,683,can,394,76,512,329
beverage_cans-106_jpg.rf.ecfb38074346ba10eadd380959ae9c96.jpg,512,683,can,213,341,266,466
beverage_cans-106_jpg.rf.ecfb38074346ba10eadd380959ae9c96.jpg,512,683,plastic,355,366,423,623
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,can,165,232,467,740
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,809,275,1015,541
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,874,466,956,549
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,0,900,384,1500
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,719,1016,875,1369
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,876,949,1066,1400
beverage_cans-179_jpg.rf.ed21aa557440410fb91aa40fe9a8845b.jpg,1125,1500,plastic,1081,1015,1125,1367
135_jpg.rf.ed53283028ec1287374727978ea94f7b.jpg,2048,1537,can,559,777,1207,1074
pet-20bottle-20-134-_jpg.rf.ed763918d65b2fb485ff18b1642cc9ef.jpg,640,683,plastic,82,27,152,373
pet-20bottle-20-134-_jpg.rf.ed763918d65b2fb485ff18b1642cc9ef.jpg,640,683,plastic,305,46,404,367
pet-20bottle-20-134-_jpg.rf.ed763918d65b2fb485ff18b1642cc9ef.jpg,640,683,plastic,281,402,454,683
AluCan345_jpg.rf.edb7521af46be6947104f5a6a61b1954.jpg,1300,745,can,82,195,307,303
AluCan345_jpg.rf.edb7521af46be6947104f5a6a61b1954.jpg,1300,745,can,745,202,930,310
AluCan345_jpg.rf.edb7521af46be6947104f5a6a61b1954.jpg,1300,745,can,61,447,554,578
AluCan345_jpg.rf.edb7521af46be6947104f5a6a61b1954.jpg,1300,745,plastic,887,505,1086,701
beverage_cans-181_jpg.rf.edbbe30e4d467563b890986b242acac4.jpg,416,416,can,22,13,211,401
beverage_cans-181_jpg.rf.edbbe30e4d467563b890986b242acac4.jpg,416,416,can,211,14,400,400
400029_jpg.rf.eddddf2375d8c281e9571e8b5a5c93ea.jpg,690,640,plastic,0,0,83,313
400029_jpg.rf.eddddf2375d8c281e9571e8b5a5c93ea.jpg,690,640,plastic,0,0,85,313
400029_jpg.rf.eddddf2375d8c281e9571e8b5a5c93ea.jpg,690,640,plastic,424,62,540,241
400029_jpg.rf.eddddf2375d8c281e9571e8b5a5c93ea.jpg,690,640,plastic,144,397,393,497
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,plastic,30,0,116,203
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,plastic,249,71,291,123
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,plastic,0,224,249,405
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,can,249,203,311,416
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,can,249,203,332,416
pet-20bottle-20-330-_jpg.rf.ef4226f4a7e24a29fb0ffb89d93f9dd4.jpg,416,416,can,347,203,416,416
beverage_cans-357_jpg.rf.ef5ddcca5e0b75f3a7b6db6c3f9a1771.jpg,3840,2160,can,223,359,645,649
beverage_cans-357_jpg.rf.ef5ddcca5e0b75f3a7b6db6c3f9a1771.jpg,3840,2160,can,551,264,1163,663
beverage_cans-357_jpg.rf.ef5ddcca5e0b75f3a7b6db6c3f9a1771.jpg,3840,2160,plastic,2241,0,2948,820
beverage_cans-357_jpg.rf.ef5ddcca5e0b75f3a7b6db6c3f9a1771.jpg,3840,2160,plastic,2101,968,2785,1322
115_png.rf.eef9d12177490694a6d634796f035d44.jpg,1200,1200,can,373,220,825,1029
AluCan136_jpg.rf.ef8bb8f705f8c24f2cdfd468b5bc4519.jpg,1600,1156,can,635,326,976,446
AluCan136_jpg.rf.ef8bb8f705f8c24f2cdfd468b5bc4519.jpg,1600,1156,plastic,274,612,701,1156
AluCan136_jpg.rf.ef8bb8f705f8c24f2cdfd468b5bc4519.jpg,1600,1156,can,1044,612,1480,1156
beverage_cans-13_jpg.rf.ee6f85c4d26be1dc5d7f7c326b8c2319.jpg,416,416,can,53,66,204,208
beverage_cans-13_jpg.rf.ee6f85c4d26be1dc5d7f7c326b8c2319.jpg,416,416,plastic,328,0,402,208
beverage_cans-13_jpg.rf.ee6f85c4d26be1dc5d7f7c326b8c2319.jpg,416,416,plastic,81,215,191,409
beverage_cans-13_jpg.rf.ee6f85c4d26be1dc5d7f7c326b8c2319.jpg,416,416,plastic,386,208,416,416
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,can,0,27,249,270
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,can,310,0,406,270
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,can,299,0,348,270
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,plastic,72,270,233,338
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,can,299,270,362,338
beverage_cans-359_jpg.rf.ee39caa8572cbfaa1d2605f26a409c9f.jpg,416,416,can,302,270,416,363
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,163,2,482,536
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,4,993,56,1221
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,6,776,58,990
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,313,1009,356,1218
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,316,802,358,1010
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,439,785,490,1010
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,439,1014,489,1224
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,400,1009,441,1223
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,399,793,440,1007
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,357,1010,402,1218
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,can,356,800,401,1010
AluCan21_jpg.rf.eef221a49c06b642eff559492ec4a2b6.jpg,1024,1642,plastic,734,1319,1024,1556
84_jpg.rf.ed33cdb97b0fc4610be3d14979f70e58.jpg,5908,3938,can,997,9,2201,1457
84_jpg.rf.ed33cdb97b0fc4610be3d14979f70e58.jpg,5908,3938,plastic,4138,10,4928,1419
84_jpg.rf.ed33cdb97b0fc4610be3d14979f70e58.jpg,5908,3938,plastic,1598,1568,2640,2155
84_jpg.rf.ed33cdb97b0fc4610be3d14979f70e58.jpg,5908,3938,plastic,3945,1457,5295,3938
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,0,17,320,275
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,0,160,68,275
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,40,60,130,275
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,320,0,513,275
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,95,275,226,640
300099_jpg.rf.ef5d84de41af8a710d899f16fc5e5487.jpg,640,640,plastic,416,446,567,578
50_jpg.rf.eef6b055f248d0cb88db3a6453673b09.jpg,4016,6016,can,362,0,836,3910
50_jpg.rf.eef6b055f248d0cb88db3a6453673b09.jpg,4016,6016,can,1402,340,2203,3500
50_jpg.rf.eef6b055f248d0cb88db3a6453673b09.jpg,4016,6016,can,2198,326,3084,2859
50_jpg.rf.eef6b055f248d0cb88db3a6453673b09.jpg,4016,6016,can,3030,313,3820,1687
50_jpg.rf.eef6b055f248d0cb88db3a6453673b09.jpg,4016,6016,plastic,2525,4247,3465,5400
pet-20bottle-20-434-_jpg.rf.ef2d4c72574f5d7b6b1d527d861d12be.jpg,300,300,plastic,8,53,300,246
plasticbottle38_jpeg.rf.ef1001c64f29509f1acfafe390f8b883.jpg,1865,1381,plastic,572,8,1077,1131
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,can,113,8,1222,1061
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,plastic,1515,16,1855,1153
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,plastic,1856,7,2158,1153
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,plastic,2123,16,2487,1153
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,can,279,1153,853,1493
beverage_cans-536_jpg.rf.ef50fddbfc127de943042fb0d7069c1d.jpg,2560,1922,can,1714,1269,2314,1716
beverage_cans-805_jpg.rf.ef9d57aed8d42e54232f77696959cd78.jpg,416,416,can,111,24,302,362
115_jpg.rf.ef8106571297d16f1407ec19ab2a712d.jpg,1024,1040,can,413,111,787,323
115_jpg.rf.ef8106571297d16f1407ec19ab2a712d.jpg,1024,1040,plastic,0,468,215,1040
115_jpg.rf.ef8106571297d16f1407ec19ab2a712d.jpg,1024,1040,can,433,649,893,1040
7_png.rf.eeb74eb904ef1cc8cabcbaf4a60d7d82.jpg,6720,4480,can,1024,1353,1456,2755
7_png.rf.eeb74eb904ef1cc8cabcbaf4a60d7d82.jpg,6720,4480,can,1557,395,2053,2530
7_png.rf.eeb74eb904ef1cc8cabcbaf4a60d7d82.jpg,6720,4480,can,4479,83,5660,2791
7_png.rf.eeb74eb904ef1cc8cabcbaf4a60d7d82.jpg,6720,4480,can,997,2867,2878,4430
7_png.rf.eeb74eb904ef1cc8cabcbaf4a60d7d82.jpg,6720,4480,plastic,3427,2867,5080,4436
plasticbottle50_jpeg.rf.ef8007995967faa44fbf9b942df04369.jpg,689,398,plastic,184,77,326,381
plasticbottle50_jpeg.rf.ef8007995967faa44fbf9b942df04369.jpg,689,398,plastic,43,86,154,377
